0,776	0,35	0,1494	NAN	NAN	
0,778	0,35	0,1365	NAN	NAN	
0,78	0,355	0,14115	NAN	NAN	
0,782	0,355	0,159	NAN	NAN	
0,784	0,355	0,1641	0,14997	NAN	
0,786	0,355	0,1494	NAN	NAN	
0,788	0,355	0,1362	NAN	NAN	
0,79	0,36	0,1413	NAN	NAN	
0,792	0,36	0,15885	NAN	NAN	
0,794	0,36	0,16455	0,15012	NAN	
0,796	0,36	0,14955	NAN	NAN	
0,798	0,36	0,13635	NAN	NAN	
0,8	0,36	0,1413	NAN	NAN	
0,802	0,365	0,15915	NAN	NAN	
0,804	0,365	0,16425	0,15012	NAN	
0,806	0,365	0,14955	NAN	NAN	
0,808	0,365	0,13635	NAN	NAN	
0,81	0,365	0,1413	NAN	NAN	
0,812	0,37	0,15885	NAN	NAN	
0,814	0,37	0,16425	0,15006	NAN	
0,816	0,37	0,1494	NAN	NAN	
0,818	0,37	0,1365	NAN	NAN	
0,82	0,37	0,14115	NAN	NAN	
0,822	0,37	0,15885	NAN	NAN	
0,824	0,375	0,16425	0,15003	NAN	
0,826	0,375	0,14955	NAN	NAN	
0,828	0,375	0,13635	NAN	NAN	
0,83	0,375	0,14145	NAN	NAN	
0,832	0,375	0,159	NAN	NAN	
0,834	0,38	0,16425	0,15015	NAN	
0,836	0,38	0,1497	NAN	NAN	
0,838	0,38	0,13635	NAN	NAN	
0,84	0,38	0,141	NAN	NAN	
0,842	0,38	0,15885	NAN	NAN	
0,844	0,38	0,16425	0,15	NAN	
0,846	0,385	0,1497	NAN	NAN	
0,848	0,385	0,1362	NAN	NAN	
0,85	0,385	0,141	NAN	NAN	
0,852	0,385	0,159	NAN	NAN	
0,854	0,385	0,16425	0,15009	NAN	
0,856	0,39	0,14985	NAN	NAN	
0,858	0,39	0,13635	NAN	NAN	
0,86	0,39	0,14115	NAN	NAN	
0,862	0,39	0,159	NAN	NAN	
0,864	0,39	0,16425	0,15012	NAN	
0,866	0,39	0,15	NAN	NAN	
0,868	0,395	0,1362	NAN	NAN	
0,87	0,395	0,141	NAN	NAN	
0,872	0,395	0,159	NAN	NAN	
0,874	0,395	0,1644	0,15015	NAN	
0,876	0,395	0,15	NAN	NAN	
0,878	0,4	0,13635	NAN	NAN	
0,88	0,4	0,141	NAN	NAN	
0,882	0,4	0,159	NAN	NAN	
0,884	0,4	0,16455	0,15015	NAN	
0,886	0,4	0,14985	NAN	NAN	
0,888	0,4	0,13635	NAN	NAN	
0,89	0,405	0,141	NAN	NAN	
0,892	0,405	0,159	NAN	NAN	
0,894	0,405	0,1644	0,15015	NAN	
0,896	0,405	0,15015	NAN	NAN	
0,898	0,405	0,1362	NAN	NAN	
0,9	0,41	0,141	NAN	NAN	
0,902	0,41	0,1587	NAN	NAN	
0,904	0,41	0,1641	0,15006	NAN	
0,906	0,41	0,1503	NAN	NAN	
0,908	0,41	0,1362	NAN	NAN	
0,91	0,41	0,1407	NAN	NAN	
0,912	0,415	0,1587	NAN	NAN	
0,914	0,415	0,1641	0,15003	NAN	
0,916	0,415	0,1503	NAN	NAN	
0,918	0,415	0,13635	NAN	NAN	
0,92	0,415	0,14085	NAN	NAN	
0,922	0,42	0,159	NAN	NAN	
0,924	0,42	0,1641	0,15006	NAN	
0,926	0,42	0,15015	NAN	NAN	
0,928	0,42	0,1362	NAN	NAN	
0,93	0,42	0,1407	NAN	NAN	
0,932	0,42	0,15885	NAN	NAN	
0,934	0,425	0,1641	0,15	NAN	
0,936	0,425	0,15015	NAN	NAN	
0,938	0,425	0,1362	NAN	NAN	
0,94	0,425	0,1407	NAN	NAN	
0,942	0,425	0,15885	NAN	NAN	
0,944	0,43	0,1641	0,15	NAN	
0,946	0,43	0,15015	NAN	NAN	
0,948	0,43	0,1362	NAN	NAN	
0,95	0,43	0,14055	NAN	NAN	
0,952	0,43	0,1587	NAN	NAN	
0,954	0,435	0,16395	0,14997	NAN	
0,956	0,435	0,1503	NAN	NAN	
0,958	0,435	0,13635	NAN	NAN	
0,96	0,435	0,14055	NAN	NAN	
0,962	0,435	0,15885	NAN	NAN	
0,964	0,435	0,16395	0,14997	NAN	
0,966	0,44	0,15015	NAN	NAN	
0,968	0,44	0,13635	NAN	NAN	
0,97	0,44	0,1404	NAN	NAN	
0,972	0,44	0,15855	NAN	NAN	
0,974	0,44	0,1638	0,14988	NAN	
0,976	0,445	0,15015	NAN	NAN	
0,978	0,445	0,1365	NAN	NAN	
0,98	0,445	0,1407	NAN	NAN	
0,982	0,445	0,159	NAN	NAN	
0,984	0,445	0,16425	0,15015	NAN	
0,986	0,445	0,1503	NAN	NAN	
0,988	0,45	0,1365	NAN	NAN	
0,99	0,45	0,1407	NAN	NAN	
0,992	0,45	0,15885	NAN	NAN	
0,994	0,45	0,16425	0,15015	NAN	
0,996	0,45	0,15045	NAN	NAN	
0,998	0,455	0,1365	NAN	NAN	
1	0,455	0,1404	NAN	NAN	
1,002	0,455	0,159	NAN	NAN	
1,004	0,455	0,16425	0,15012	NAN	
1,006	0,455	0,1503	NAN	NAN	
1,008	0,455	0,13665	NAN	NAN	
1,01	0,46	0,14025	NAN	NAN	
1,012	0,46	0,1587	NAN	NAN	
1,014	0,46	0,1641	0,15	NAN	
1,016	0,46	0,1503	NAN	NAN	
1,018	0,46	0,13665	NAN	NAN	
1,02	0,465	0,14025	NAN	NAN	
1,022	0,465	0,15885	NAN	NAN	
1,024	0,465	0,16425	0,15009	NAN	
1,026	0,465	0,1503	NAN	NAN	
1,028	0,465	0,1368	NAN	NAN	
1,03	0,465	0,1404	NAN	NAN	
1,032	0,47	0,159	NAN	NAN	
1,034	0,47	0,1641	0,15012	NAN	
1,036	0,47	0,1503	NAN	NAN	
1,038	0,47	0,1368	NAN	NAN	
1,04	0,47	0,14025	NAN	NAN	
1,042	0,475	0,15885	NAN	NAN	
1,044	0,475	0,16455	0,15021	NAN	
1,046	0,475	0,1506	NAN	NAN	
1,048	0,475	0,1368	NAN	NAN	
1,05	0,475	0,1404	NAN	NAN	
1,052	0,475	0,159	NAN	NAN	
1,054	0,48	0,1641	0,15018	NAN	
1,056	0,48	0,1506	NAN	NAN	
1,058	0,48	0,1368	NAN	NAN	
1,06	0,48	0,13995	NAN	NAN	
1,062	0,48	0,15885	NAN	NAN	
1,064	0,485	0,16425	0,15012	NAN	
1,066	0,485	0,1506	NAN	NAN	
1,068	0,485	0,13695	NAN	NAN	
1,07	0,485	0,14025	NAN	NAN	
1,072	0,485	0,1587	NAN	NAN	
1,074	0,485	0,1644	0,15012	NAN	
1,076	0,49	0,15045	NAN	NAN	
1,078	0,49	0,1368	NAN	NAN	
1,08	0,49	0,1404	NAN	NAN	
1,082	0,49	0,1587	NAN	NAN	
1,084	0,49	0,1647	0,1503	NAN	
1,086	0,495	0,15075	NAN	NAN	
1,088	0,495	0,13695	NAN	NAN	
1,09	0,495	0,14025	NAN	NAN	
1,092	0,495	0,1587	NAN	NAN	
1,094	0,495	0,1644	0,15018	NAN	
1,096	0,495	0,1506	NAN	NAN	
1,098	0,5	0,13695	NAN	NAN	
1,1	0,5	0,1401	NAN	NAN	
1,102	0,5	0,1587	NAN	NAN	
1,104	0,5	0,1647	0,15027	NAN	
1,106	0,5	0,15075	NAN	NAN	
1,108	0,505	0,1371	NAN	NAN	
1,11	0,505	0,1398	NAN	NAN	
1,112	0,505	0,15855	NAN	NAN	
1,114	0,505	0,1647	0,15012	NAN	
1,116	0,505	0,1506	NAN	NAN	
1,118	0,505	0,13695	NAN	NAN	
1,12	0,51	0,1398	NAN	NAN	
1,122	0,51	0,1587	NAN	NAN	
1,124	0,51	0,1647	0,15027	NAN	
1,126	0,51	0,15075	NAN	NAN	
1,128	0,51	0,1374	NAN	NAN	
1,13	0,515	0,1401	NAN	NAN	
1,132	0,515	0,1587	NAN	NAN	
1,134	0,515	0,16485	0,15033	NAN	
1,136	0,515	0,15075	NAN	NAN	
1,138	0,515	0,13725	NAN	NAN	
1,14	0,515	0,1401	NAN	NAN	
1,142	0,52	0,15855	NAN	NAN	
1,144	0,52	0,1647	0,15024	NAN	
1,146	0,52	0,1506	NAN	NAN	
1,148	0,52	0,13725	NAN	NAN	
1,15	0,52	0,1401	NAN	NAN	
1,152	0,525	0,15825	NAN	NAN	
1,154	0,525	0,165	0,1503	NAN	
1,156	0,525	0,1509	NAN	NAN	
1,158	0,525	0,13725	NAN	NAN	
1,16	0,525	0,1398	NAN	NAN	
1,162	0,525	0,1584	NAN	NAN	
1,164	0,53	0,16485	0,15021	NAN	
1,166	0,53	0,15075	NAN	NAN	
1,168	0,53	0,13725	NAN	NAN	
1,17	0,53	0,1398	NAN	NAN	
1,172	0,53	0,1584	NAN	NAN	
1,174	0,535	0,16515	0,1503	NAN	
1,176	0,535	0,1509	NAN	NAN	
1,178	0,535	0,13725	NAN	NAN	
1,18	0,535	0,13995	NAN	NAN	
1,182	0,535	0,1584	NAN	NAN	
1,184	0,535	0,16515	0,15027	NAN	
1,186	0,54	0,1506	NAN	NAN	
1,188	0,54	0,13725	NAN	NAN	
1,19	0,54	0,14025	NAN	NAN	
1,192	0,54	0,1584	NAN	NAN	
1,194	0,54	0,165	0,15036	NAN	
1,196	0,545	0,15075	NAN	NAN	
1,198	0,545	0,1374	NAN	NAN	
1,2	0,545	0,1401	NAN	NAN	
1,202	0,545	0,15855	NAN	NAN	
1,204	0,545	0,165	0,15039	NAN	
1,206	0,545	0,15105	NAN	NAN	
1,208	0,55	0,13725	NAN	NAN	
1,21	0,55	0,1398	NAN	NAN	
1,212	0,55	0,1581	NAN	NAN	
1,214	0,55	0,165	0,15021	NAN	
1,216	0,55	0,1509	NAN	NAN	
1,218	0,555	0,13725	NAN	NAN	
1,22	0,555	0,13995	NAN	NAN	
1,222	0,555	0,15855	NAN	NAN	
1,224	0,555	0,165	0,15033	NAN	
1,226	0,555	0,1509	NAN	NAN	
1,228	0,555	0,13725	NAN	NAN	
1,23	0,56	0,13995	NAN	NAN	
1,232	0,56	0,15825	NAN	NAN	
1,234	0,56	0,165	0,15027	NAN	
1,236	0,56	0,15105	NAN	NAN	
1,238	0,56	0,1371	NAN	NAN	
1,24	0,565	0,1401	NAN	NAN	
1,242	0,565	0,1581	NAN	NAN	
1,244	0,565	0,165	0,15027	NAN	
1,246	0,565	0,1509	NAN	NAN	
1,248	0,565	0,13725	NAN	NAN	
1,25	0,57	0,13995	NAN	NAN	
1,252	0,57	0,15795	NAN	NAN	
